classification_ethnologue,classification_glottolog,classification_wals,code_glottolog,code_iso,code_wals,description,ethnologue_family,glottolog_family,id,jsondata,latitude,long_extinct,longitude,markup_description,name,number_of_speakers,pk,recently_extinct,txt,wals_family,wals_genus,wordlist_pk,year_of_extinction
"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Rajasthani,Unclassified_gju","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,SubcontinentalCentralIndo-Aryan,Gujarati-Rajasthani,Rajasthani,Mewati-Gojri",IE.INDIC,guja1253,gju,goj,,Indo-European,Indo-European,NORTHERN_AZAD_KASHMIR_GUJARI,{},34.32,False,73.52,,Northern Azad Kashmir Gujari,992000,2326,False,"NORTHERN_AZAD_KASHMIR_GUJARI{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Rajasthani,Unclassified_gju|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,SubcontinentalCentralIndo-Aryan,Gujarati-Rajasthani,Rajasthani,Mewati-Gojri}
 1   34.32   73.52      992000   goj   gju
1 I	u* //
2 you	t3m, tu* //
3 we	h3m //
11 one	Ek //
12 two	do //
18 person	j3no*, %admi // admi is an Arabic loan
19 fish	m3Ci //
21 dog	kuto //
22 louse	 //
23 tree	bu*to* //
25 leaf	p3t3r //
28 skin	c3mbri //
30 blood	Lo //
31 bone	h3di //
34 horn	siNg //
39 ear	k3n //
40 eye	3kh~ //
41 nose	n3kh~ //
43 tooth	d3ndh~ //
44 tongue	jib //
47 knee	 //
48 hand	 //
51 breast	sino //
53 liver	 //
54 drink	pio //
57 see	dEkh~o //
58 hear	suno* //
61 die	m3r //
66 come	ao //
72 sun	di* //
74 star	taro //
75 water	pani //
77 stone	b3to //
82 fire	3gh~ //
85 path	ra //
86 mountain	 //
92 night	rath~ //
95 full	 //
96 new	no*, n3wo* //
100 name	na* //",,indic,2326,
"Indo-European,Germanic,West,LowSaxon-LowFranconian,LowSaxon","Indo-European,Germanic,NorthwestGermanic,WestGermanic,NorthSeaGermanic,Alts\""achsisch,Middle-ModernLowGerman,LowGerman",IE.GERMANIC,nort2627,nds,lge,,Indo-European,Indo-European,NORTHERN_LOW_SAXON,{},53.1,False,8.78,,Northern Low Saxon,1000,2198,False,"NORTHERN_LOW_SAXON{IE.GERMANIC|Indo-European,Germanic,West,LowSaxon-LowFranconian,LowSaxon|@Indo-European,Germanic,NorthwestGermanic,WestGermanic,NorthSeaGermanic,Alts\""achsisch,Middle-ModernLowGerman,LowGerman}
 1   53.10    8.78        1000   lge   nds
1 I	ik //
2 you	du //
3 we	vi //
11 one	en //
12 two	tve //
18 person	minS //
19 fish	fiS //
21 dog	hunt //
22 louse	lus //
23 tree	bom //
25 leaf	blat //
28 skin	hut //
30 blood	blot //
31 bone	knok3n, knak3n //
34 horn	horn, hurn //
39 ear	or, ur //
40 eye	ok //
41 nose	nes, nEs //
43 tooth	ten, tEn //
44 tongue	tuN //
47 knee	kne //
48 hand	hant //
51 breast	borst3n, bost //
53 liver	lev3r, lEv3r //
54 drink	driNk //
57 see	ze //
58 hear	her, hir //
61 die	starv, dotbliv //
66 come	kam, kom //
72 sun	zin //
74 star	stern, stirn //
75 water	vat3r, vot3r //
77 stone	sten //
82 fire	fi3r, fir //
85 path	pat //
86 mountain	bark //
92 night	nat //
95 full	ful, fol //
96 new	ne, ni //
100 name	nam, nom //",,germanic,2198,
"Indo-European,Indo-Iranian,Iranian,Eastern,Southeastern,Pashto","Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Pashto,NuclearPashto",IE.IRANIAN,nort2646,pbu,,,Indo-European,Indo-European,NORTHERN_PASHTO,{},33.0,False,67.0,,Northern Pashto,21038000,2429,False,"NORTHERN_PASHTO{IE.IRANIAN|Indo-European,Indo-Iranian,Iranian,Eastern,Southeastern,Pashto|@Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Pashto,NuclearPashto}
 1   33.00   67.00    21038000         pbu
1 I	z3 //
2 you	t3 //
3 we	muNg3 //
11 one	y3o //
12 two	dw~a //
18 person	sare //
19 fish	k3b //
21 dog	spe //
22 louse	wr3ga //
23 tree	w3n3 //
25 leaf	pana //
28 skin	sarm3n //
30 blood	wina //
31 bone	aduke //
34 horn	xk3r //
39 ear	xw~3g //
40 eye	st3rg3 //
41 nose	poz3 //
43 tooth	xax //
44 tongue	jib3, Zib3 //
47 knee	zangun //
48 hand	las //
51 breast	sina //
53 liver	ena, cigar //
54 drink	sk3 //
57 see	k3t3 //
58 hear	awred3 //
61 die	mr3 //
66 come	ratl3 //
72 sun	nw~3r //
74 star	store //
75 water	ub3 //
77 stone	kane //
82 fire	our, or //
85 path	lar //
86 mountain	Gar //
92 night	Spa //
95 full	dad //
96 new	nawe //
100 name	num //",,iranian,2429,
"Indo-European,Germanic,West,Frisian","Indo-European,Germanic,NorthwestGermanic,WestGermanic,NorthSeaGermanic,Anglo-Frisian,Frisian",IE.GERMANIC,nort2626,frr,fno,,Indo-European,Indo-European,NORTH_FRISIAN_AMRUM,{},54.65,False,8.35,,North Frisian Amrum,10000,2197,False,"NORTH_FRISIAN_AMRUM{IE.GERMANIC|Indo-European,Germanic,West,Frisian|@Indo-European,Germanic,NorthwestGermanic,WestGermanic,NorthSeaGermanic,Anglo-Frisian,Frisian}
 1   54.65    8.35       10000   fno   frr
1 I	ik //
2 you	di //
3 we	vi //
11 one	ian //
12 two	tau //
18 person	minsk //
19 fish	fask //
21 dog	hi5 //
22 louse	lis //
23 tree	bum //
25 leaf	blet //
28 skin	skan, hity~ //
30 blood	blut //
31 bone	bian, knok //
34 horn	hurn //
39 ear	uar //
40 eye	uk //
41 nose	nes //
43 tooth	tus //
44 tongue	toN //
47 knee	knebian //
48 hand	hun //
51 breast	brast //
53 liver	liv3r //
54 drink	draNk //
57 see	sE //
58 hear	hiar //
61 die	stEr3v //
66 come	kEm //
72 sun	san //
74 star	stEr //
75 water	ved3r //
77 stone	stian //
82 fire	ial //
85 path	stix, vai //
86 mountain	bErak //
92 night	nat //
95 full	fol //
96 new	nEi //
100 name	nem //",,germanic,2197,
"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Romani,Northern","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,Romani,CentralRomani",IE.INDIC,balt1257,rml,rnr,,Indo-European,Indo-European,NORTH_RUSSIAN_ROMANI,{},60.0,False,38.0,,North Russian Romani,35310,2325,False,"NORTH_RUSSIAN_ROMANI{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Romani,Northern|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,Romani,CentralRomani}
 1   60.00   38.00       35310   rnr   rml
1 I	m3 //
2 you	tu //
3 we	am3 //
11 one	yekh~ //
12 two	duy //
18 person	manuS //
19 fish	maSo //
21 dog	rikono //
22 louse	juv //
23 tree	dr3vo //
25 leaf	 //
28 skin	%c3pa // loan from Greek (LWT)
30 blood	rat //
31 bone	%kokalo // loan from Greek
34 horn	Sing~ //
39 ear	kan //
40 eye	yakh~ //
41 nose	nakh~ //
43 tooth	dand~ //
44 tongue	Cib //
47 knee	Sang~ //
48 hand	vast //
51 breast	SuCi, kol3n //
53 liver	 //
54 drink	py~ela, v3py~ela //
57 see	d3kh~3la, ud3kh~3la //
58 hear	Sunela, uSunela //
61 die	m3r3la, xasyola //
66 come	av3la, yav3la //
72 sun	kh~am //
74 star	Cerg3n //
75 water	pan3 //
77 stone	bar //
82 fire	yag //
85 path	 //
86 mountain	b3rga //
92 night	raSa, rat //
95 full	ph~3rdo //
96 new	nevo //
100 name	kh~arib3, lav //",,indic,2325,
"Indo-European,Germanic,North,EastScandinavian,Danish-Swedish,Danish-Bokmal","Indo-European,Germanic,NorthwestGermanic,NorthGermanic,WestScandinavian",IE.GERMANIC,norw1258,nor,,,Indo-European,Indo-European,NORWEGIAN_BOKMAAL,{},61.0,False,8.0,,Norwegian Bokmaal,4741780,2199,False,"NORWEGIAN_BOKMAAL{IE.GERMANIC|Indo-European,Germanic,North,EastScandinavian,Danish-Swedish,Danish-Bokmal|@Indo-European,Germanic,NorthwestGermanic,NorthGermanic,WestScandinavian}
 1   61.00    8.00     4741780         nor
1 I	yEi //
2 you	d3 //
3 we	vi //
11 one	En, Et //
12 two	tu //
18 person	mEnesk3 //
19 fish	fisk //
21 dog	h3nd //
22 louse	l3s //
23 tree	tre //
25 leaf	blod //
28 skin	h3d, Sin //
30 blood	blud //
31 bone	bEin //
34 horn	horn, hon //
39 ear	er3 //
40 eye	ey3 //
41 nose	nes3 //
43 tooth	ton //
44 tongue	t3N3 //
47 knee	kne //
48 hand	hond //
51 breast	briN3, brist //
53 liver	lev3r //
54 drink	drik3 //
57 see	se //
58 hear	her3, lit3 //
61 die	de //
66 come	kom3 //
72 sun	sol //
74 star	sty~Ern3, sCErn3 //
75 water	von //
77 stone	stEin //
82 fire	ild //
85 path	vEi, sti //
86 mountain	bErg, fy~El //
92 night	not //
95 full	f3l, f3lt //
96 new	ni //
100 name	navn //",,germanic,2199,
"Indo-European,Germanic,North,EastScandinavian,Danish-Swedish,Danish-Bokmal","Indo-European,Germanic,NorthwestGermanic,NorthGermanic,WestScandinavian",IE.GERMANIC,norw1258,nor,,,Indo-European,Indo-European,NORWEGIAN_NYNORSK_TOTEN,{},59.27,False,11.15,,Norwegian Nynorsk Toten,4741780,2200,False,"NORWEGIAN_NYNORSK_TOTEN{IE.GERMANIC|Indo-European,Germanic,North,EastScandinavian,Danish-Swedish,Danish-Bokmal|@Indo-European,Germanic,NorthwestGermanic,NorthGermanic,WestScandinavian}
 1   59.27   11.15     4741780         nor
1 I	je //
2 you	du //
3 we	vi //
11 one	e5 //
12 two	tu //
18 person	%pESun // loan from Latin
19 fish	fisk //
21 dog	biS3 //
22 louse	lus //
23 tree	tre //
25 leaf	lewv //
28 skin	hu //
30 blood	bLu //
31 bone	bein //
34 horn	he5 //
39 ear	er3 //
40 eye	3wve //
41 nose	noso //
43 tooth	tEn //
44 tongue	tuN3 //
47 knee	kne //
48 hand	hEn //
51 breast	bringe //
53 liver	lev3r //
54 drink	drek3 //
57 see	So //
58 hear	her3 //
61 die	dei //
66 come	komo //
72 sun	suL //
74 star	stjEn3 //
75 water	vatn //
77 stone	stein //
82 fire	el //
85 path	stig //
86 mountain	fjel //
92 night	nat //
95 full	ful //
96 new	ni //
100 name	namn //",,germanic,2200,
"Indo-European,Germanic,North,EastScandinavian,Danish-Swedish,Danish-Bokmal","Indo-European,Germanic,NorthwestGermanic,NorthGermanic,WestScandinavian",IE.GERMANIC,norw1258,nor,,,Indo-European,Indo-European,NORWEGIAN_RIKSMAL,{},61.0,False,8.0,,Norwegian Riksmal,4741780,2201,False,"NORWEGIAN_RIKSMAL{IE.GERMANIC|Indo-European,Germanic,North,EastScandinavian,Danish-Swedish,Danish-Bokmal|@Indo-European,Germanic,NorthwestGermanic,NorthGermanic,WestScandinavian}
 1   61.00    8.00     4741780         nor
1 I	yeg //
2 you	 //
3 we	vi //
11 one	en //
12 two	to //
18 person	meneske //
19 fish	fisk //
21 dog	hund //
22 louse	lus //
23 tree	tre //
25 leaf	blad //
28 skin	hud //
30 blood	blod //
31 bone	ben //
34 horn	 //
39 ear	ere //
40 eye	eye //
41 nose	nese //
43 tooth	tan //
44 tongue	tuNe //
47 knee	 //
48 hand	hond //
51 breast	 //
53 liver	lever //
54 drink	drike //
57 see	se //
58 hear	here //
61 die	de //
66 come	kome //
72 sun	sol //
74 star	styerna, styerne //
75 water	van //
77 stone	sten //
82 fire	varme //
85 path	vei //
86 mountain	fyel //
92 night	nat //
95 full	 //
96 new	ni //
100 name	navn //",,germanic,2201,
"Hmong-Mien,Hmongic,Bunu","Hmong-Mien,Hmongic,NuclearHmongic-HoNe,NuclearHmongic,WestHmongic",HM.HMONG-MIEN,buna1273,bwx,,,Hmong-Mien,Hmong-Mien,NUMAO_BUNU,{},24.13,False,107.25,,Numao Bunu,258000,3187,False,"NUMAO_BUNU{HM.HMONG-MIEN|Hmong-Mien,Hmongic,Bunu|@Hmong-Mien,Hmongic,NuclearHmongic-HoNe,NuclearHmongic,WestHmongic}
 1   24.13  107.25      258000         bwx
1 I	CuN //
2 you	kei //
3 we	pa //
11 one	Ci //
12 two	ei //
18 person	nu //
19 fish	mpy$ei //
21 dog	tly$o //
22 louse	tuN, nch$u //
23 tree	nt~ou //
25 leaf	tly$ou //
28 skin	tl~i //
30 blood	nch$yan, nchy$an //
31 bone	soN //
34 horn	kuN //
39 ear	mpy$ei //
40 eye	moN //
41 nose	mp~i //
43 tooth	mai //
44 tongue	ntl$yei, ntly$ei //
47 knee	kenCou //
48 hand	pa //
51 breast	ny~a //
53 liver	mp~i //
54 drink	 //
57 see	p3u //
58 hear	nei //
61 die	 //
66 come	lau, tau //
72 sun	tauNk~au //
74 star	kuN //
75 water	ou //
77 stone	xei //
82 fire	to //
85 path	ky~ei //
86 mountain	xan //
92 night	 //
95 full	puN //
96 new	Si //
100 name	mp~a //",,hmongmien,3187,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,Oc","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,Occitanic",IE.ROMANCE,occi1239,oci,occ,,Indo-European,Indo-European,OCCITAN_ARANESE,{},42.72,False,0.84,,Occitan Aranese,218310,2494,False,"OCCITAN_ARANESE{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,Oc|@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,Occitanic}
 1   42.72    0.84      218310   occ   oci
1 I	Zu, ieu //
2 you	ti, tu //
3 we	nuzati //
11 one	iN, uN //
12 two	dis, dues //
18 person	persuno //
19 fish	peiS //
21 dog	kaN //
22 louse	 //
23 tree	arbe //
25 leaf	ueLo //
28 skin	pEt, pEC //
30 blood	saN //
31 bone	os, uas //
34 horn	korno //
39 ear	aureLo //
40 eye	ueL //
41 nose	nas //
43 tooth	den //
44 tongue	leNg~uo, leNg~o //
47 knee	ZuL, juL //
48 hand	maN //
51 breast	 //
53 liver	 //
54 drink	bEbe //
57 see	be8e //
58 hear	ent~ene //
61 die	muri //
66 come	bie //
72 sun	su, sulei //
74 star	estelo //
75 water	aixuo, aixo //
77 stone	pEiro //
82 fire	uek //
85 path	kursEro, kamiN //
86 mountain	munt~a5o //
92 night	ne, nuei //
95 full	pleN //
96 new	nau //
100 name	nom //",,romance,2494,
"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Chitral","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Chitral",IE.INDIC,khow1242,khw,khw,,Indo-European,Indo-European,ODIR_KHOWAR,{},36.35,False,72.4,,Odir Khowar,289200,2327,False,"ODIR_KHOWAR{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Chitral|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Chitral}
 1   36.35   72.40      289200   khw   khw
1 I	awa //
2 you	tu //
3 we	ispa //
11 one	i //
12 two	ju //
18 person	moS //
19 fish	m3ci //
21 dog	reni //
22 louse	 //
23 tree	kan //
25 leaf	Ch~an //
28 skin	ph~ost //
30 blood	lei //
31 bone	%kol // loan from Greek?
34 horn	suruNg //
39 ear	kar //
40 eye	xECh~ //
41 nose	n3skar //
43 tooth	don //
44 tongue	ligini //
47 knee	 //
48 hand	bazu //
51 breast	pap //
53 liver	 //
54 drink	pi //
57 see	poSi //
58 hear	kara //
61 die	bri //
66 come	gi //
72 sun	yor //
74 star	istari //
75 water	ux //
77 stone	bort //
82 fire	aNgar //
85 path	pon //
86 mountain	 //
92 night	Ch~ui //
95 full	 //
96 new	nox //
100 name	nam //",,indic,2327,
"Indo-European,Indo-Iranian,Iranian,Eastern,Southeastern,Pashto","Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Pashto,NuclearPashto",IE.IRANIAN,nort2646,pbu,,,Indo-European,Indo-European,OGHI_PASHTO,{},34.5,False,73.0,,Oghi Pashto,21038000,2430,False,"OGHI_PASHTO{IE.IRANIAN|Indo-European,Indo-Iranian,Iranian,Eastern,Southeastern,Pashto|@Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Pashto,NuclearPashto}
 1   34.50   73.00    21038000         pbu
1 I	z3 //
2 you	t3 //
3 we	muNga //
11 one	yao //
12 two	dw~a //
18 person	sare //
19 fish	m3ye //
21 dog	spe //
22 louse	 //
23 tree	w3n3 //
25 leaf	pan3 //
28 skin	s3rm3n //
30 blood	wina //
31 bone	aduke //
34 horn	ak3r //
39 ear	xw~3g //
40 eye	st3rg3 //
41 nose	poz3 //
43 tooth	xax //
44 tongue	jib3 //
47 knee	 //
48 hand	leC3 //
51 breast	sina //
53 liver	 //
54 drink	sk3 //
57 see	lid3 //
58 hear	wred3 //
61 die	m3r //
66 come	rax //
72 sun	nw~3r //
74 star	store //
75 water	ob3 //
77 stone	g3ta, gitai //
82 fire	our //
85 path	lar //
86 mountain	 //
92 night	Spa //
95 full	 //
96 new	n3we //
100 name	num //",,iranian,2430,
"Indo-European,Balto-Slavic,Slavic,South,Eastern","Indo-European,Balto-Slavic,Slavic,SouthSlavic,EasternSouthSlavic",IE.SLAVIC,chur1257,chu,,,Indo-European,Indo-European,OLD_CHURCH_SLAVONIC,{},40.63,True,22.95,,Old Church Slavonic,0,2527,False,"OLD_CHURCH_SLAVONIC{IE.SLAVIC|Indo-European,Balto-Slavic,Slavic,South,Eastern|@Indo-European,Balto-Slavic,Slavic,SouthSlavic,EasternSouthSlavic}
 1   40.63   22.95          -2         chu
1 I	azu //
2 you	ti //
3 we	mi //
11 one	yedinu //
12 two	duva //
18 person	Clovy~eku //
19 fish	riba //
21 dog	pisu //
22 louse	 //
23 tree	dry~evo, do*bu //
25 leaf	listu //
28 skin	koZa //
30 blood	kruvi //
31 bone	kosti //
34 horn	rogu //
39 ear	uxo //
40 eye	oko //
41 nose	nosu //
43 tooth	zo*bu //
44 tongue	ye*ziku //
47 knee	koly~eno //
48 hand	ro*ka //
51 breast	susu, susici //
53 liver	ye*tro //
54 drink	piyetu //
57 see	viditu //
58 hear	sliSitu //
61 die	miretu, umiretu //
66 come	pridetu, gre*detu //
72 sun	slunice //
74 star	zvy~ezda //
75 water	voda //
77 stone	kami //
82 fire	ogni //
85 path	po*ti //
86 mountain	gora //
92 night	noSti //
95 full	isplunu //
96 new	novu //
100 name	ime* //",,slavic,2527,
"Indo-European,Germanic,West,English","Indo-European,Germanic,NorthwestGermanic,WestGermanic,NorthSeaGermanic,Anglo-Frisian,Anglian",IE.GERMANIC,olde1238,ang,,,Indo-European,Indo-European,OLD_ENGLISH,{},51.06,True,-1.31,,Old English,0,2202,False,"OLD_ENGLISH{IE.GERMANIC|Indo-European,Germanic,West,English|@Indo-European,Germanic,NorthwestGermanic,WestGermanic,NorthSeaGermanic,Anglo-Frisian,Anglian}
 1   51.06   -1.31          -2         ang
1 I	ik //
2 you	8u //
3 we	we //
11 one	an //
12 two	tw~egen //
18 person	man //
19 fish	fisk //
21 dog	hund //
22 louse	lus //
23 tree	treow //
25 leaf	leaf //
28 skin	hid //
30 blood	blod //
31 bone	ban //
34 horn	horn //
39 ear	eare //
40 eye	eage //
41 nose	nosu //
43 tooth	to8 //
44 tongue	tuNe //
47 knee	kneow //
48 hand	hand //
51 breast	breost //
53 liver	lifer //
54 drink	driNk8 //
57 see	sie8 //
58 hear	hier8 //
61 die	stierf8 //
66 come	kim8 //
72 sun	sune //
74 star	steora //
75 water	wEter //
77 stone	stan //
82 fire	fir //
85 path	weg, strEt //
86 mountain	beorg //
92 night	nit //
95 full	ful //
96 new	niowe //
100 name	nama //",,germanic,2202,
"Indo-European,Germanic,West,Frisian","Indo-European,Germanic,NorthwestGermanic,WestGermanic,NorthSeaGermanic,Anglo-Frisian,Frisian",IE.GERMANIC,oldf1241,ofs,,,Indo-European,Indo-European,OLD_FRISIAN,{},53.0,True,6.0,,Old Frisian,0,2203,False,"OLD_FRISIAN{IE.GERMANIC|Indo-European,Germanic,West,Frisian|@Indo-European,Germanic,NorthwestGermanic,WestGermanic,NorthSeaGermanic,Anglo-Frisian,Frisian}
 1   53.00    6.00          -2         ofs
1 I	ik //
2 you	8u //
3 we	vi //
11 one	en //
12 two	tva //
18 person	lif, man //
19 fish	fisk //
21 dog	hund //
22 louse	 //
23 tree	bam, tre //
25 leaf	blEd //
28 skin	fEl, hed //
30 blood	blod //
31 bone	ben //
34 horn	horn //
39 ear	ar3 //
40 eye	ag3 //
41 nose	nos3 //
43 tooth	to8, tusk //
44 tongue	tuN3 //
47 knee	kni //
48 hand	hand //
51 breast	briast, brust //
53 liver	livEr3 //
54 drink	driNka //
57 see	sia, skavia //
58 hear	hera //
61 die	lica, stErva //
66 come	kuma //
72 sun	sun3 //
74 star	stera //
75 water	vat3r //
77 stone	sten //
82 fire	fior //
85 path	pa8, vEi //
86 mountain	bErx~ //
92 night	nat //
95 full	ful //
96 new	ni3 //
100 name	nama //",,germanic,2203,
"Indo-European,Germanic,West","Indo-European,Germanic,NorthwestGermanic,WestGermanic,HighGerman",IE.GERMANIC,oldh1241,goh,,,Indo-European,Indo-European,OLD_HIGH_GERMAN,{},52.0,True,10.0,,Old High German,0,2204,False,"OLD_HIGH_GERMAN{IE.GERMANIC|Indo-European,Germanic,West|@Indo-European,Germanic,NorthwestGermanic,WestGermanic,HighGerman}
 1   52.00   10.00          -2         goh
1 I	hik, ix //
2 you	du //
3 we	wir //
11 one	eino //
12 two	cwei //
18 person	man //
19 fish	fisko //
21 dog	hunt //
22 louse	 //
23 tree	lus //
25 leaf	loub, blat //
28 skin	huti //
30 blood	bloat //
31 bone	bein //
34 horn	horn //
39 ear	ore //
40 eye	ouga //
41 nose	nasa //
43 tooth	cand //
44 tongue	cuNa //
47 knee	knio //
48 hand	hant //
51 breast	brust //
53 liver	lebara //
54 drink	triNkan //
57 see	sehan //
58 hear	horen, gihoren //
61 die	sterban //
66 come	kw~eman //
72 sun	suna //
74 star	stern //
75 water	wazar //
77 stone	stein //
82 fire	fiur //
85 path	pad, weg //
86 mountain	berg //
92 night	nat //
95 full	fol //
96 new	niuwi //
100 name	namo //",,germanic,2204,
"Indo-European,Celtic,Insular,Goidelic","Indo-European,Celtic,NuclearCeltic,TGBCeltic,InsularCeltic,Goidelic,WesternGoidelic",IE.CELTIC,oldi1245,sga,,,Indo-European,Indo-European,OLD_IRISH,{},53.0,False,-8.0,,Old Irish,0,2176,True,"OLD_IRISH{IE.CELTIC|Indo-European,Celtic,Insular,Goidelic|@Indo-European,Celtic,NuclearCeltic,TGBCeltic,InsularCeltic,Goidelic,WesternGoidelic}
 1   53.00   -8.00        -900         sga
1 I	me //
2 you	tu //
3 we	sni //
11 one	oen //
12 two	dau //
18 person	duine //
19 fish	iask, yask //
21 dog	ku //
22 louse	mil //
23 tree	kran //
25 leaf	duile //
28 skin	knes //
30 blood	fuil //
31 bone	knaim //
34 horn	adark //
39 ear	kluas //
40 eye	suil //
41 nose	sron //
43 tooth	det //
44 tongue	teNgae //
47 knee	glun //
48 hand	lam //
51 breast	kix //
53 liver	 //
54 drink	ibid //
57 see	adki //
58 hear	rokluine8ar //
61 die	atbail //
66 come	dotet //
72 sun	grian //
74 star	retglu //
75 water	uiske, wiske //
77 stone	lie, klox //
82 fire	tene, daig //
85 path	slige, bo8ar //
86 mountain	sliab //
92 night	adaig //
95 full	lan //
96 new	nue //
100 name	ainm //",,celtic,2176,900
"Indo-European,Germanic,West","Indo-European,Germanic,NorthwestGermanic,WestGermanic",IE.GERMANIC,,,,,Indo-European,Indo-European,OLD_LOW_FRANCONIAN,{},53.26,True,6.74,,Old Low Franconian,0,2205,False,"OLD_LOW_FRANCONIAN{IE.GERMANIC|Indo-European,Germanic,West|@Indo-European,Germanic,NorthwestGermanic,WestGermanic}
 1   53.26    6.74          -2            
1 I	ik //
2 you	8u //
3 we	vi //
11 one	Ein //
12 two	tven3, tvi //
18 person	man //
19 fish	 //
21 dog	hund //
22 louse	 //
23 tree	bom, holt //
25 leaf	 //
28 skin	hud //
30 blood	bluod //
31 bone	ben //
34 horn	horn //
39 ear	leor, ora //
40 eye	oga //
41 nose	 //
43 tooth	tand //
44 tongue	tuNa //
47 knee	 //
48 hand	hand //
51 breast	 //
53 liver	 //
54 drink	driNkan //
57 see	sian //
58 hear	hor3n //
61 die	stErvan //
66 come	kuman //
72 sun	suna //
74 star	 //
75 water	vat3r //
77 stone	stEin //
82 fire	fuir //
85 path	far8, vEg //
86 mountain	bErg //
92 night	nat //
95 full	fol //
96 new	nuvi //
100 name	namo //",,germanic,2205,
"Indo-European,Germanic,North","Indo-European,Germanic,NorthwestGermanic,NorthGermanic,WestScandinavian",IE.GERMANIC,oldn1244,non,,,Indo-European,Indo-European,OLD_NORSE,{},63.42,True,10.38,,Old Norse,0,2206,False,"OLD_NORSE{IE.GERMANIC|Indo-European,Germanic,North|@Indo-European,Germanic,NorthwestGermanic,NorthGermanic,WestScandinavian}
 1   63.42   10.38          -2         non
1 I	Ek //
2 you	8u //
3 we	mer, wer //
11 one	Ein //
12 two	tw~Eir //
18 person	manesky~a, gumi //
19 fish	fiskr //
21 dog	garmr, hundr //
22 louse	lus //
23 tree	ba8mr, trE //
25 leaf	bla8 //
28 skin	fEl, skin //
30 blood	blo8 //
31 bone	bEin //
34 horn	horn //
39 ear	Eira //
40 eye	auXa //
41 nose	nEf, nos //
43 tooth	ton //
44 tongue	tuNga //
47 knee	kne //
48 hand	hond //
51 breast	bry~ost, briNga //
53 liver	lifr //
54 drink	drEka //
57 see	sy~a //
58 hear	hEira //
61 die	deya //
66 come	koma //
72 sun	sol, suna //
74 star	sty~arna //
75 water	watn //
77 stone	halr, stEin //
82 fire	Eldr //
85 path	gata, stigr //
86 mountain	bErg, fy~al //
92 night	nat //
95 full	fulr //
96 new	nir //
100 name	nafn, kal //",,germanic,2206,
"IndoEuropean,IndoIranian,Iranian,Western,Southwestern,OldPersian","Indo-European,Indo-Iranian,Iranian,WesternIranian,SouthwesternIranian",IE.IRANIAN,oldp1254,peo,,,IndoEuropean,Indo-European,OLD_PERSIAN,{},32.0,True,54.0,,Old Persian,0,2431,False,"OLD_PERSIAN{IE.IRANIAN|IndoEuropean,IndoIranian,Iranian,Western,Southwestern,OldPersian|@Indo-European,Indo-Iranian,Iranian,WesternIranian,SouthwesternIranian}
 1   32.00   54.00          -2         peo
1 I	 //
2 you	 //
3 we	 //
11 one	aiva //
12 two	 //
18 person	martiya // source gives:martiya=human being
19 fish	 //
21 dog	 //
22 louse	 //
23 tree	 //
25 leaf	 //
28 skin	 //
30 blood	 //
31 bone	 //
34 horn	 //
39 ear	 //
40 eye	 //
41 nose	nah //
43 tooth	 //
44 tongue	 //
47 knee	 //
48 hand	dasta, arma //
51 breast	 //
53 liver	 //
54 drink	 //
57 see	vaina //
58 hear	 //
61 die	mriya //
66 come	 //
72 sun	 //
74 star	 //
75 water	ap // source gives: ap(i?)
77 stone	asan //
82 fire	 //
85 path	 //
86 mountain	kaufa //
92 night	xSap //
95 full	 //
96 new	nava //
100 name	nama, namah //",,iranian,2431,
